Make,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),engine_class,mileage,Age,km_year,qcut_km_year,mileage_class,is_retro,is_japan,is_german,is_cargo_passenger,is_off_road,is_mpv,is_open_top
41,2008,11,235010,2000.0,3,,5499.0,1,2,14,16786.0,1,2,0,0,1,1,0,0,0
18,2011,3,235737,2000.0,0,,12799.0,1,2,11,21431.0,2,2,0,0,0,1,1,0,0
28,2006,4,282418,1300.0,0,,3799.0,3,2,16,17651.0,2,2,0,0,1,0,0,0,0
39,2015,11,138584,1400.0,0,,9699.0,3,1,7,19798.0,2,1,0,1,0,1,0,0,0
41,2015,10,135693,1400.0,4,,9700.0,3,1,7,19385.0,2,1,0,0,1,0,0,0,0
39,2010,3,200000,2200.0,0,,14999.0,1,2,12,16667.0,1,2,0,1,0,1,1,0,0
31,2010,4,175165,1500.0,0,,6699.0,3,2,12,14597.0,1,2,0,0,0,0,0,0,0
6,2012,11,144091,1500.0,0,,6799.0,3,1,10,14409.0,1,1,0,0,0,1,0,0,0
2,2007,3,236190,3000.0,0,,19999.0,1,2,15,15746.0,1,2,0,0,1,1,1,0,0
41,2015,11,258849,2000.0,0,,14400.0,1,2,7,36978.0,2,2,0,0,1,1,0,0,0
39,2012,4,193649,1400.0,0,,7899.0,3,2,10,19365.0,2,2,0,1,0,0,0,0,0
1,2008,3,130000,3000.0,0,,17499.0,1,1,14,9286.0,0,2,0,0,1,1,1,0,0
13,2006,10,239257,1300.0,2,,5499.0,3,2,16,14954.0,1,2,0,1,0,0,0,0,0
19,2011,3,216269,2200.0,0,,13499.0,1,2,11,19661.0,2,2,0,0,0,1,1,0,0
14,2018,3,84563,2000.0,4,,15999.0,1,1,4,21141.0,2,1,0,1,0,1,1,0,0
23,2003,6,479000,2200.0,0,,6399.0,1,2,19,25211.0,2,2,0,0,1,1,0,1,0
41,2011,11,156809,1400.0,4,,10299.0,3,2,11,14255.0,1,2,0,0,1,1,0,0,0
41,2014,2,167850,1400.0,4,,9899.0,3,2,8,20981.0,2,2,0,0,1,0,0,0,0
27,2000,10,334307,1800.0,4,,3199.0,1,2,22,15196.0,1,2,0,1,0,0,0,0,0
2,2013,10,96737,2000.0,4,,19999.0,1,1,9,10749.0,0,1,0,0,1,0,0,0,0
18,2018,11,83553,1600.0,2,,15199.0,3,1,4,20888.0,2,1,0,0,0,1,0,0,0
23,2015,3,178288,2200.0,0,,37900.0,1,2,7,25470.0,2,2,0,0,1,1,1,0,0
2,2016,10,196500,2000.0,0,,23999.0,1,2,6,32750.0,2,2,0,0,1,0,0,0,0
28,2012,11,97175,1400.0,4,,7399.0,3,1,10,9718.0,0,1,0,0,1,1,0,0,0
1,2013,10,186068,2000.0,4,,14999.0,1,2,9,20674.0,2,2,0,0,1,0,0,0,0
39,2014,11,144587,1600.0,0,,11699.0,3,1,8,18073.0,2,1,0,1,0,1,0,0,0
1,2011,11,222338,2000.0,4,,10000.0,1,2,11,20213.0,2,2,0,0,1,1,0,0,0
28,2005,4,200000,1700.0,0,,5199.0,3,2,17,11765.0,0,2,0,0,1,0,0,0,0
23,2011,2,111270,1800.0,4,,12999.0,1,1,11,10115.0,0,2,0,0,1,0,0,0,0
31,2012,11,219411,1500.0,0,,7199.0,3,2,10,21941.0,2,2,0,0,0,1,0,0,0
41,2013,10,98000,1800.0,4,,12300.0,1,1,9,10889.0,0,1,0,0,1,0,0,0,0
2,2010,10,276027,2000.0,0,,17999.0,1,2,12,23002.0,2,2,0,0,1,0,0,0,0
39,2010,4,208588,1400.0,0,,6799.0,3,2,12,17382.0,2,2,0,1,0,0,0,0,0
6,2009,11,209185,1600.0,3,,4499.0,3,2,13,16091.0,1,2,0,0,0,1,0,0,0
18,2011,4,177067,1400.0,0,,5899.0,3,2,11,16097.0,1,2,0,0,0,0,0,0,0
34,2017,1,163543,1400.0,3,,12999.0,3,2,5,32709.0,2,2,0,0,0,1,0,0,0
6,2018,1,38185,1500.0,0,,10999.0,3,0,4,9546.0,0,0,0,0,0,1,0,0,0
2,2006,10,239000,2000.0,0,,8699.0,1,2,16,14938.0,1,2,0,0,1,0,0,0,0
39,2017,4,11681,1800.0,2,,15999.0,1,0,5,2336.0,0,0,0,1,0,0,0,0,0
14,2020,10,13231,1600.0,4,,16399.0,3,0,2,6616.0,0,0,0,1,0,0,0,0,0
27,2006,3,154792,3500.0,4,,6299.0,0,2,16,9674.0,0,2,0,1,0,1,1,0,0
36,2015,3,44091,2000.0,4,,9999.0,1,0,7,6299.0,0,2,0,0,0,1,1,0,0
41,2009,11,186000,1400.0,4,,6799.0,3,2,13,14308.0,1,2,0,0,1,1,0,0,0
39,2012,11,188229,1800.0,2,,10399.0,1,2,10,18823.0,2,2,0,1,0,1,0,0,0
27,2010,3,119632,1500.0,0,,8499.0,3,1,12,9969.0,0,2,0,1,0,1,1,0,0
34,2009,10,261255,1800.0,4,,5699.0,1,2,13,20097.0,2,2,0,0,0,0,0,0,0
34,2019,10,45692,1968.0,0,,34900.0,1,0,3,15231.0,1,0,0,0,0,0,0,0,0
20,2013,4,88452,1800.0,2,,13999.0,1,1,9,9828.0,0,1,0,1,0,0,0,0,0
41,2012,4,125650,1400.0,4,,7999.0,3,1,10,12565.0,1,1,0,0,1,0,0,0,0
41,2018,3,36635,3000.0,0,,49999.0,1,0,4,9159.0,0,0,0,0,1,1,1,0,0
31,2001,11,217473,2000.0,4,,3499.0,1,2,21,10356.0,0,2,0,0,0,1,0,0,0
42,2019,10,19500,2000.0,0,,39999.0,1,0,3,6500.0,0,0,0,0,0,0,0,0,0
41,2016,10,112029,1400.0,4,,13999.0,3,1,6,18672.0,2,1,0,0,1,0,0,0,0
25,2003,3,260607,2000.0,3,,5499.0,1,2,19,13716.0,1,2,0,1,0,1,1,0,0
19,2002,3,225779,1800.0,3,,4799.0,1,2,20,11289.0,0,2,0,0,0,1,1,0,0
23,2011,6,196641,2200.0,0,,9199.0,1,2,11,17876.0,2,2,0,0,1,1,0,1,0
2,2004,10,236778,1800.0,3,,4699.0,1,2,18,13154.0,1,2,0,0,1,0,0,0,0
34,2010,11,185000,1200.0,0,,5499.0,3,2,12,15417.0,1,2,0,0,0,1,0,0,0
28,2010,4,189940,1300.0,0,,5499.0,3,2,12,15828.0,1,2,0,0,1,0,0,0,0
42,2010,11,227304,1600.0,0,,8299.0,3,2,12,18942.0,2,2,0,0,0,1,0,0,0
13,2015,3,109981,1600.0,0,,20199.0,3,1,7,15712.0,1,1,0,1,0,1,1,0,0
25,2013,3,82240,2000.0,4,,11799.0,1,1,9,9138.0,0,1,0,1,0,1,1,0,0
41,2005,10,384000,2000.0,4,,5299.0,1,2,17,22588.0,2,2,0,0,1,0,0,0,0
6,2007,10,114425,1400.0,4,,1999.0,3,1,15,7628.0,0,2,0,0,0,0,0,0,0
10,2010,4,152169,1108.0,4,,3499.0,2,2,12,12681.0,1,2,0,0,0,0,0,0,0
39,2015,11,144165,1800.0,2,,9799.0,1,1,7,20595.0,2,1,0,1,0,1,0,0,0
14,2014,4,97244,2000.0,4,,9099.0,1,1,8,12156.0,1,1,0,1,0,0,0,0,0
13,2014,10,167803,2000.0,2,,13999.0,1,2,8,20975.0,2,2,0,1,0,0,0,0,0
18,2016,3,164784,2200.0,0,,20999.0,1,2,6,27464.0,2,2,0,0,0,1,1,0,0
41,1995,4,100524,2000.0,4,,2499.0,1,1,27,3723.0,0,2,0,0,1,0,0,0,0
19,2008,3,198170,2700.0,0,,14999.0,1,2,14,14155.0,1,2,0,0,0,1,1,0,0
2,2014,3,145586,2000.0,0,,31999.0,1,1,8,18198.0,2,1,0,0,1,1,1,0,0
41,2013,10,216766,2000.0,0,,13299.0,1,2,9,24085.0,2,2,0,0,1,0,0,0,0
41,2015,10,63719,1400.0,4,,10799.0,3,0,7,9103.0,0,2,0,0,1,0,0,0,0
25,2014,3,192626,2000.0,5,,14999.0,1,2,8,24078.0,2,2,0,1,0,1,1,0,0
41,2009,11,210065,1400.0,4,,7199.0,3,2,13,16159.0,1,2,0,0,1,1,0,0,0
6,2019,11,23152,1500.0,0,,10999.0,3,0,3,7717.0,0,0,0,0,0,1,0,0,0
18,2014,3,193150,2000.0,4,,13499.0,1,2,8,24144.0,2,2,0,0,0,1,1,0,0
14,2015,3,17313,2000.0,4,,17999.0,1,0,7,2473.0,0,2,0,1,0,1,1,0,0
14,2011,11,153241,1600.0,4,,8999.0,3,2,11,13931.0,1,2,0,1,0,1,0,0,0
39,2014,4,150422,1800.0,5,,10999.0,1,2,8,18803.0,2,2,0,1,0,0,0,0,0
14,2008,3,218215,2000.0,3,,7899.0,1,2,14,15587.0,1,2,0,1,0,1,1,0,0
31,2005,11,256000,1500.0,0,,3599.0,3,2,17,15059.0,1,2,0,0,0,1,0,0,0
16,2016,10,75668,2000.0,4,,15999.0,1,1,6,12611.0,1,1,0,0,0,0,0,0,0
6,2018,3,34202,1500.0,0,,14999.0,3,0,4,8550.0,0,0,0,0,0,1,1,0,0
28,2014,10,95051,1400.0,4,,9699.0,3,1,8,11881.0,1,1,0,0,1,0,0,0,0
39,2013,4,132000,1800.0,2,,9799.0,1,1,9,14667.0,1,1,0,1,0,0,0,0,0
34,2014,11,157102,1400.0,4,,9999.0,3,2,8,19638.0,2,2,0,0,0,1,0,0,0
31,2017,10,146274,1500.0,0,,11499.0,3,1,5,29255.0,2,1,0,0,0,0,0,0,0
39,2008,3,71453,2700.0,3,,19499.0,1,0,14,5104.0,0,2,0,1,0,1,1,0,0
38,2008,4,190200,1300.0,0,,3899.0,3,2,14,13586.0,1,2,0,1,0,0,0,0,0
42,2011,3,206078,2400.0,0,,14999.0,1,2,11,18734.0,2,2,0,0,0,1,1,0,0
42,2014,10,108776,1600.0,0,,13499.0,3,1,8,13597.0,1,1,0,0,0,0,0,0,0
1,2017,3,21149,1400.0,4,,24000.0,3,0,5,4230.0,0,0,0,0,1,1,1,0,0
23,2014,10,184920,1500.0,0,,14699.0,3,2,8,23115.0,2,2,0,0,1,0,0,0,0
30,2010,3,215219,3000.0,2,,24399.0,1,2,12,17935.0,2,2,0,0,1,1,1,0,0
2,1997,10,290000,2000.0,4,,3600.0,1,2,25,11600.0,0,2,0,0,1,0,0,0,0
39,2013,4,169778,1400.0,4,,9399.0,3,2,9,18864.0,2,2,0,1,0,0,0,0,0
31,2020,4,1781,900.0,4,,8599.0,2,0,2,890.0,0,0,0,0,0,0,0,0,0
2,2015,3,193000,2000.0,0,,21799.0,1,2,7,27571.0,2,2,0,0,1,1,1,0,0
28,2006,11,133588,1300.0,0,,4900.0,3,1,16,8349.0,0,2,0,0,1,1,0,0,0
42,2014,10,126006,1600.0,0,,13899.0,3,1,8,15751.0,1,1,0,0,0,0,0,0,0
2,2003,10,341164,1800.0,4,,5699.0,1,2,19,17956.0,2,2,0,0,1,0,0,0,0
32,2001,10,273848,1400.0,4,,1499.0,3,2,21,13040.0,1,2,0,0,0,0,0,0,0
23,2004,11,366951,2200.0,0,,7899.0,1,2,18,20386.0,2,2,0,0,1,1,0,0,0
42,2012,3,186374,2400.0,0,,16199.0,1,2,10,18637.0,2,2,0,0,0,1,1,0,0
20,2015,4,168862,1800.0,2,,13899.0,1,2,7,24123.0,2,2,0,1,0,0,0,0,0
14,2017,3,26057,1600.0,4,,17499.0,3,0,5,5211.0,0,0,0,1,0,1,1,0,0
1,2015,11,235885,2000.0,0,,18999.0,1,2,7,33698.0,2,2,0,0,1,1,0,0,0
2,2013,3,70875,3000.0,4,,27499.0,1,0,9,7875.0,0,2,0,0,1,1,1,0,0
42,2017,10,75805,2000.0,0,,27999.0,1,1,5,15161.0,1,1,0,0,0,0,0,0,0
39,2014,4,128777,1800.0,2,,8999.0,1,1,8,16097.0,1,1,0,1,0,0,0,0,0
13,2014,3,113725,1600.0,0,,15999.0,3,1,8,14216.0,1,1,0,1,0,1,1,0,0
34,2016,11,211470,1400.0,0,,6999.0,3,2,6,35245.0,2,2,0,0,0,1,0,0,0
11,2014,10,118662,2000.0,5,,14199.0,1,1,8,14833.0,1,1,0,0,0,0,0,0,0
41,2015,4,188370,1400.0,5,,13999.0,3,2,7,26910.0,2,2,0,0,1,0,0,0,0
34,2014,10,245510,1400.0,0,,10699.0,3,2,8,30689.0,2,2,0,0,0,0,0,0,0
39,2018,3,123817,1800.0,2,,19500.0,1,1,4,30954.0,2,1,0,1,0,1,1,0,0
37,2010,11,220000,2000.0,0,,9999.0,1,2,12,18333.0,2,2,0,1,0,1,0,0,0
3,2011,3,145557,2231.0,0,,10799.0,1,1,11,13232.0,1,2,0,0,0,1,1,0,0
34,2014,10,177092,2000.0,4,,18999.0,1,2,8,22136.0,2,2,0,0,0,0,0,0,0
39,2019,4,1851,1800.0,5,,19199.0,1,0,3,617.0,0,0,0,1,0,0,0,0,0
2,2008,10,98478,4799.0,4,,10999.0,0,1,14,7034.0,0,2,0,0,1,0,0,0,0
27,2009,3,249206,1500.0,0,,7799.0,3,2,13,19170.0,2,2,0,1,0,1,1,0,0
23,2015,10,186000,2200.0,2,,19299.0,1,2,7,26571.0,2,2,0,0,1,0,0,0,0
39,2010,4,237000,1400.0,0,,4799.0,3,2,12,19750.0,2,2,0,1,0,0,0,0,0
14,2012,4,55000,1600.0,4,,7799.0,3,0,10,5500.0,0,2,0,1,0,0,0,0,0
28,2003,11,273248,1600.0,4,,4400.0,3,2,19,14381.0,1,2,0,0,1,1,0,0,0
34,2019,3,14041,2000.0,0,,33999.0,1,0,3,4680.0,0,0,0,0,0,1,1,0,0
39,2011,4,189787,1400.0,0,,7599.0,3,2,11,17253.0,2,2,0,1,0,0,0,0,0
1,2012,3,183559,2000.0,2,,18999.0,1,2,10,18356.0,2,2,0,0,1,1,1,0,0
39,2017,4,16674,1800.0,5,,16999.0,1,0,5,3335.0,0,0,0,1,0,0,0,0,0
37,2006,11,198981,2500.0,4,,6099.0,1,2,16,12436.0,1,2,0,1,0,1,0,0,0
39,2011,4,104716,1400.0,0,,7999.0,3,1,11,9520.0,0,2,0,1,0,0,0,0,0
2,2017,10,47000,2000.0,2,,39999.0,1,0,5,9400.0,0,0,0,0,1,0,0,0,0
34,2013,4,138126,1200.0,3,,4299.0,3,1,9,15347.0,1,1,0,0,0,0,0,0,0
11,2014,10,177870,2000.0,2,,12499.0,1,2,8,22234.0,2,2,0,0,0,0,0,0,0
2,2005,10,266791,3000.0,4,,9499.0,1,2,17,15694.0,1,2,0,0,1,0,0,0,0
39,2011,4,207400,1800.0,2,,8199.0,1,2,11,18855.0,2,2,0,1,0,0,0,0,0
16,2015,10,171581,2000.0,0,,21999.0,1,2,7,24512.0,2,2,0,0,0,0,0,0,0
41,2011,4,172652,1400.0,4,,8299.0,3,2,11,15696.0,1,2,0,0,1,0,0,0,0
23,2012,10,140000,2200.0,0,,24499.0,1,1,10,14000.0,1,1,0,0,1,0,0,0,0
41,2015,4,124000,1400.0,5,,13899.0,3,1,7,17714.0,2,1,0,0,1,0,0,0,0
41,2014,10,99000,2000.0,0,,12999.0,1,1,8,12375.0,1,1,0,0,1,0,0,0,0
13,2016,4,44496,1500.0,4,,8799.0,3,0,6,7416.0,0,2,0,1,0,0,0,0,0
2,2018,10,147392,2000.0,5,,31999.0,1,1,4,36848.0,2,1,0,0,1,0,0,0,0
39,2009,4,247000,1400.0,0,,5499.0,3,2,13,19000.0,2,2,0,1,0,0,0,0,0
39,2019,10,64636,2500.0,2,,23499.0,1,0,3,21545.0,2,0,0,1,0,0,0,0,0
39,2012,4,150000,1800.0,4,,9799.0,1,1,10,15000.0,1,1,0,1,0,0,0,0,0
18,2005,10,160880,2000.0,3,,4599.0,1,2,17,9464.0,0,2,0,0,0,0,0,0,0
41,2012,3,149000,2000.0,4,,12200.0,1,1,10,14900.0,1,1,0,0,1,1,1,0,0
21,2014,10,108174,2000.0,4,,15999.0,1,1,8,13522.0,1,1,0,0,0,0,0,0,0
2,2003,3,287747,3000.0,0,,13499.0,1,2,19,15145.0,1,2,0,0,1,1,1,0,0
27,2018,3,17003,1200.0,4,,15999.0,3,0,4,4251.0,0,0,0,1,0,1,1,0,0
2,2014,4,273329,2000.0,0,,16499.0,1,2,8,34166.0,2,2,0,0,1,0,0,0,0
31,2014,11,175204,1500.0,0,,8399.0,3,2,8,21900.0,2,2,0,0,0,1,0,0,0
31,2008,10,281000,1500.0,0,,5099.0,3,2,14,20071.0,2,2,0,0,0,0,0,0,0
28,2010,11,177000,1300.0,0,,6399.0,3,2,12,14750.0,1,2,0,0,1,1,0,0,0
41,2008,4,212000,1400.0,0,,4399.0,3,2,14,15143.0,1,2,0,0,1,0,0,0,0
39,2008,10,235013,1600.0,4,,7599.0,3,2,14,16787.0,1,2,0,1,0,0,0,0,0
39,2014,11,107000,1600.0,0,,10999.0,3,1,8,13375.0,1,1,0,1,0,1,0,0,0
41,2007,6,227741,1900.0,0,,9499.0,1,2,15,15183.0,1,2,0,0,1,1,0,1,0
2,2010,3,192476,2000.0,0,,12999.0,1,2,12,16040.0,1,2,0,0,1,1,1,0,0
11,2014,10,185284,2000.0,2,,9999.0,1,2,8,23160.0,2,2,0,0,0,0,0,0,0
34,2013,10,195549,2000.0,0,,14999.0,1,2,9,21728.0,2,2,0,0,0,0,0,0,0
34,2015,11,175177,1400.0,0,,7499.0,3,2,7,25025.0,2,2,0,0,0,1,0,0,0
34,2014,10,131736,1400.0,4,,11499.0,3,1,8,16467.0,1,1,0,0,0,0,0,0,0
1,2012,2,74000,2000.0,4,,14899.0,1,0,10,7400.0,0,2,0,0,1,0,0,0,0
42,2012,10,154626,1600.0,4,,8999.0,3,2,10,15463.0,1,2,0,0,0,0,0,0,0
20,2017,9,60598,4500.0,0,,75900.0,0,0,5,12120.0,1,0,0,1,0,1,0,0,0
33,2011,4,186208,1400.0,4,,7499.0,3,2,11,16928.0,1,2,0,0,0,0,0,0,0
29,2007,10,246500,2000.0,0,,4999.0,1,2,15,16433.0,1,2,0,0,0,0,0,0,0
38,2007,3,156993,2000.0,4,,5999.0,1,2,15,10466.0,0,2,0,1,0,1,1,0,0
30,2017,3,32932,2900.0,4,,79900.0,1,0,5,6586.0,0,0,0,0,1,1,1,0,0
34,2014,10,140580,1200.0,4,,5999.0,3,1,8,17572.0,2,1,0,0,0,0,0,0,0
41,2006,1,220000,1900.0,0,,5899.0,1,2,16,13750.0,1,2,0,0,1,1,0,0,0
2,2011,10,285293,2000.0,0,,15999.0,1,2,11,25936.0,2,2,0,0,1,0,0,0,0
19,2006,3,317678,2700.0,0,,11999.0,1,2,16,19855.0,2,2,0,0,0,1,1,0,0
41,2007,4,205658,1400.0,4,,5900.0,3,2,15,13711.0,1,2,0,0,1,0,0,0,0
39,2008,4,186706,1400.0,4,,5900.0,3,2,14,13336.0,1,2,0,1,0,0,0,0,0
41,2012,4,107000,1400.0,4,,7999.0,3,1,10,10700.0,0,1,0,0,1,0,0,0,0
35,2009,2,253266,800.0,0,,7499.0,2,2,13,19482.0,2,2,0,0,0,0,0,0,0
14,2015,3,178393,2000.0,0,,18499.0,1,2,7,25485.0,2,2,0,1,0,1,1,0,0
41,2015,4,199914,1400.0,0,,7899.0,3,2,7,28559.0,2,2,0,0,1,0,0,0,0
41,2019,10,51856,1400.0,4,,13499.0,3,0,3,17285.0,2,0,0,0,1,0,0,0,0
19,2005,3,213712,4400.0,3,,7999.0,0,2,17,12571.0,1,2,0,0,0,1,1,0,0
28,2018,3,24612,1400.0,4,,15999.0,3,0,4,6153.0,0,0,0,0,1,1,1,0,0
14,2016,3,133499,2200.0,0,,21999.0,1,1,6,22250.0,2,1,0,1,0,1,1,0,0
6,2011,3,202001,1500.0,0,,7199.0,3,2,11,18364.0,2,2,0,0,0,1,1,0,0
31,2015,11,152721,900.0,4,,5499.0,2,2,7,21817.0,2,2,0,0,0,1,0,0,0
39,2015,10,189001,2500.0,2,,13999.0,1,2,7,27000.0,2,2,0,1,0,0,0,0,0
34,2008,10,309853,2000.0,0,,8999.0,1,2,14,22132.0,2,2,0,0,0,0,0,0,0
14,2013,10,157954,1700.0,0,,10699.0,3,2,9,17550.0,2,2,0,1,0,0,0,0,0
2,2011,11,259217,2000.0,0,,14499.0,1,2,11,23565.0,2,2,0,0,1,1,0,0,0
11,2017,2,42247,2300.0,4,,24499.0,1,0,5,8449.0,0,0,0,0,0,0,0,0,0
22,2007,3,240000,2300.0,4,,6899.0,1,2,15,16000.0,1,2,0,1,0,1,1,0,0
29,2014,4,44383,1200.0,4,,7699.0,3,0,8,5548.0,0,2,0,0,0,0,0,0,0
39,2009,4,247000,1400.0,0,,4899.0,3,2,13,19000.0,2,2,0,1,0,0,0,0,0
39,2007,4,199913,1400.0,0,,6799.0,3,2,15,13328.0,1,2,0,1,0,0,0,0,0
34,2020,3,14500,1400.0,4,,18999.0,3,0,2,7250.0,0,0,0,0,0,1,1,0,0
18,2018,3,46327,1600.0,4,,17700.0,3,0,4,11582.0,0,0,0,0,0,1,1,0,0
37,2010,3,220000,2000.0,0,,9999.0,1,2,12,18333.0,2,2,0,1,0,1,1,0,0
39,2014,11,187801,1400.0,0,,9699.0,3,2,8,23475.0,2,2,0,1,0,1,0,0,0
2,2011,10,146000,3000.0,4,,16999.0,1,1,11,13273.0,1,2,0,0,1,0,0,0,0
39,2009,4,256232,1500.0,2,,6499.0,3,2,13,19710.0,2,2,0,1,0,0,0,0,0
20,2018,3,60787,3500.0,2,,52999.0,0,0,4,15197.0,1,0,0,1,0,1,1,0,0
39,2010,10,189320,2400.0,2,,8499.0,1,2,12,15777.0,1,2,0,1,0,0,0,0,0
39,2015,4,124800,1800.0,2,,11399.0,1,1,7,17829.0,2,1,0,1,0,0,0,0,0
19,2015,3,176000,2200.0,0,,21999.0,1,2,7,25143.0,2,2,0,0,0,1,1,0,0
39,2015,11,195814,1800.0,2,,11499.0,1,2,7,27973.0,2,2,0,1,0,1,0,0,0
2,2013,10,169851,2000.0,4,,11699.0,1,2,9,18872.0,2,2,0,0,1,0,0,0,0
42,2015,10,137638,2000.0,4,,13999.0,1,1,7,19663.0,2,1,0,0,0,0,0,0,0
41,2014,4,135770,1400.0,5,,11699.0,3,1,8,16971.0,1,1,0,0,1,0,0,0,0
39,2013,11,159493,1400.0,0,,8699.0,3,2,9,17721.0,2,2,0,1,0,1,0,0,0
42,2008,11,258857,2400.0,0,,10499.0,1,2,14,18490.0,2,2,0,0,0,1,0,0,0
6,2011,3,205729,1500.0,0,,7199.0,3,2,11,18703.0,2,2,0,0,0,1,1,0,0
2,2008,3,113507,3000.0,4,,22999.0,1,1,14,8108.0,0,2,0,0,1,1,1,0,0
42,2012,10,170000,2000.0,0,,10899.0,1,2,10,17000.0,1,2,0,0,0,0,0,0,0
2,2017,4,30000,647.0,2,,19999.0,2,0,5,6000.0,0,0,0,0,1,0,0,0,0
34,2009,10,246478,1800.0,4,,8699.0,1,2,13,18960.0,2,2,0,0,0,0,0,0,0
23,2003,10,284000,2700.0,0,,8900.0,1,2,19,14947.0,1,2,0,0,1,0,0,0,0
3,2013,10,171000,1200.0,4,,4699.0,3,2,9,19000.0,2,2,0,0,0,0,0,0,0
13,2015,10,102538,2000.0,4,,12999.0,1,1,7,14648.0,1,1,0,1,0,0,0,0,0
39,2014,10,159394,2500.0,2,,16299.0,1,2,8,19924.0,2,2,0,1,0,0,0,0,0
32,2003,10,359171,2000.0,0,,3999.0,1,2,19,18904.0,2,2,0,0,0,0,0,0,0
14,2008,10,294877,1500.0,0,,3999.0,3,2,14,21063.0,2,2,0,1,0,0,0,0,0
6,2011,3,177000,1500.0,0,,7499.0,3,2,11,16091.0,1,2,0,0,0,1,1,0,0
6,2013,11,120839,1200.0,4,,6399.0,3,1,9,13427.0,1,1,0,0,0,1,0,0,0
1,2006,11,332270,3000.0,0,,10699.0,1,2,16,20767.0,2,2,0,0,1,1,0,0,0
34,2011,11,224257,1400.0,4,,6999.0,3,2,11,20387.0,2,2,0,0,0,1,0,0,0
28,2005,4,397667,1400.0,3,,3899.0,3,2,17,23392.0,2,2,0,0,1,0,0,0,0
22,2012,10,90716,2000.0,4,,6999.0,1,1,10,9072.0,0,1,0,1,0,0,0,0,0
34,2013,4,146324,1200.0,3,,4699.0,3,1,9,16258.0,1,1,0,0,0,0,0,0,0
41,2006,10,174340,1600.0,4,,5599.0,3,2,16,10896.0,0,2,0,0,1,0,0,0,0
23,2017,10,144310,2000.0,0,,38900.0,1,1,5,28862.0,2,1,0,0,1,0,0,0,0
39,2006,3,372672,3000.0,0,,15499.0,1,2,16,23292.0,2,2,0,1,0,1,1,0,0
34,2011,11,181123,1200.0,0,,5999.0,3,2,11,16466.0,1,2,0,0,0,1,0,0,0
29,2004,10,216620,1800.0,4,,3599.0,1,2,18,12034.0,1,2,0,0,0,0,0,0,0
11,2016,11,160268,1500.0,0,,8099.0,3,2,6,26711.0,2,2,0,0,0,1,0,0,0
23,2015,1,176338,1500.0,0,,12599.0,3,2,7,25191.0,2,2,0,0,1,1,0,0,0
28,2005,4,276810,1400.0,4,,3499.0,3,2,17,16283.0,1,2,0,0,1,0,0,0,0
34,2005,11,220699,2000.0,4,,4999.0,1,2,17,12982.0,1,2,0,0,0,1,0,0,0
1,2017,3,24700,3000.0,0,,68900.0,1,0,5,4940.0,0,0,0,0,1,1,1,0,0
42,2019,3,34477,2000.0,0,,58900.0,1,0,3,11492.0,0,0,0,0,0,1,1,0,0
31,2010,4,84383,1200.0,4,,4899.0,3,1,12,7032.0,0,2,0,0,0,0,0,0,0
39,2008,11,225432,1800.0,3,,7899.0,1,2,14,16102.0,1,2,0,1,0,1,0,0,0
31,2015,10,123263,1500.0,0,,7999.0,3,1,7,17609.0,2,1,0,0,0,0,0,0,0
41,2008,5,348577,2500.0,0,,6500.0,1,2,14,24898.0,2,2,0,0,1,1,0,1,0
14,2016,10,106374,2000.0,2,,16999.0,1,1,6,17729.0,2,1,0,1,0,0,0,0,0
14,2003,3,182304,2700.0,3,,5199.0,1,2,19,9595.0,0,2,0,1,0,1,1,0,0
2,2017,3,107970,2000.0,2,,36199.0,1,1,5,21594.0,2,1,0,0,1,1,1,0,0
6,2014,6,169000,1500.0,0,,7699.0,3,2,8,21125.0,2,2,0,0,0,1,0,1,0
5,2012,4,187000,2000.0,2,,10799.0,1,2,10,18700.0,2,2,0,0,0,0,0,0,0
11,2009,4,174542,1400.0,4,,4999.0,3,2,13,13426.0,1,2,0,0,0,0,0,0,0
14,2014,3,178012,2200.0,0,,18499.0,1,2,8,22252.0,2,2,0,1,0,1,1,0,0
34,2011,4,113000,1200.0,4,,5500.0,3,1,11,10273.0,0,2,0,0,0,0,0,0,0
42,2017,10,50452,2000.0,4,,27900.0,1,0,5,10090.0,0,0,0,0,0,0,0,0,0
14,2007,3,196687,2000.0,4,,6999.0,1,2,15,13112.0,1,2,0,1,0,1,1,0,0
19,2018,9,12086,2993.0,0,,75000.0,1,0,4,3022.0,0,0,0,0,0,1,0,0,0
39,2016,3,113530,2500.0,2,,18299.0,1,1,6,18922.0,2,1,0,1,0,1,1,0,0
31,2005,11,279459,1500.0,0,,3799.0,3,2,17,16439.0,1,2,0,0,0,1,0,0,0
3,2013,10,116425,1400.0,4,,6299.0,3,1,9,12936.0,1,1,0,0,0,0,0,0,0
14,2015,3,60000,1600.0,4,,18999.0,3,0,7,8571.0,0,2,0,1,0,1,1,0,0
41,2012,10,123519,2000.0,4,,8799.0,1,1,10,12352.0,1,1,0,0,1,0,0,0,0
39,2018,3,99917,1800.0,2,,17999.0,1,1,4,24979.0,2,1,0,1,0,1,1,0,0
28,2016,11,129695,1600.0,0,,11399.0,3,1,6,21616.0,2,1,0,0,1,1,0,0,0
41,2012,11,246114,1400.0,4,,10399.0,3,2,10,24611.0,2,2,0,0,1,1,0,0,0
