Make,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),engine_class,mileage,Age,km_year,qcut_km_year,mileage_class,is_retro,is_japan,is_german,is_cargo_passenger,is_off_road,is_mpv,is_open_top
23,2005,6,293000,2200.0,0,,10500.0,1,2,17,17235.0,2,2,0,0,1,1,0,1,0
14,1998,11,350000,2500.0,0,,2700.0,1,2,24,14583.0,1,2,0,1,0,1,0,0,0
41,1995,4,245000,1300.0,4,,1850.0,3,2,27,9074.0,0,2,0,0,1,0,0,0,0
18,2008,4,134600,1591.0,4,,4402.0,3,1,14,9614.0,0,2,0,0,0,0,0,0,0
39,2013,10,180000,1600.0,4,,7699.0,3,2,9,20000.0,2,2,0,1,0,0,0,0,0
41,2014,4,116000,1200.0,4,,9500.0,3,1,8,14500.0,1,1,0,0,1,0,0,0,0
33,2007,1,198427,2000.0,0,,7150.0,1,2,15,13228.0,1,2,0,0,0,1,0,0,0
43,2002,9,14000,4200.0,3,,12300.0,0,0,20,700.0,0,2,0,0,0,1,0,0,0
4,1996,6,190000,3000.0,3,,3000.0,1,2,26,7308.0,0,2,0,0,0,1,0,1,0
28,2011,11,160000,1300.0,0,,6500.0,3,2,11,14545.0,1,2,0,0,1,1,0,0,0
39,2003,10,10000,3000.0,4,,8200.0,1,0,19,526.0,0,2,0,1,0,0,0,0,0
30,2006,3,200000,4500.0,3,,12500.0,0,2,16,12500.0,1,2,0,0,1,1,1,0,0
15,2003,3,178000,4500.0,4,,13800.0,0,2,19,9368.0,0,2,0,1,0,1,1,0,0
41,2015,9,145300,2967.0,0,,35500.0,1,1,7,20757.0,2,1,0,0,1,1,0,0,0
39,2010,9,187000,2998.0,0,,27000.0,1,2,12,15583.0,1,2,0,1,0,1,0,0,0
39,2004,10,280000,2000.0,0,,7000.0,1,2,18,15556.0,1,2,0,1,0,0,0,0,0
27,2008,10,185000,1800.0,0,,3000.0,1,2,14,13214.0,1,2,0,1,0,0,0,0,0
34,2006,10,185546,1600.0,3,,1999.0,3,2,16,11597.0,0,2,0,0,0,0,0,0,0
28,2013,11,196186,1300.0,0,,4300.0,3,2,9,21798.0,2,2,0,0,1,1,0,0,0
27,2013,7,240000,2500.0,0,,16300.0,1,2,9,26667.0,2,2,0,1,0,1,1,1,0
39,2008,10,213000,2400.0,3,,8000.0,1,2,14,15214.0,1,2,0,1,0,0,0,0,0
2,1994,10,248300,2000.0,4,,2250.0,1,2,28,8868.0,0,2,0,0,1,0,0,0,0
41,2005,9,242400,2500.0,0,,7700.0,1,2,17,14259.0,1,2,0,0,1,1,0,0,0
28,2004,11,340000,1600.0,3,,3200.0,3,2,18,18889.0,2,2,0,0,1,1,0,0,0
31,2013,6,173000,1500.0,0,,7800.0,3,2,9,19222.0,2,2,0,0,0,1,0,1,0
31,2014,11,190000,1500.0,0,,7300.0,3,2,8,23750.0,2,2,0,0,0,1,0,0,0
27,2011,3,140000,1500.0,0,,8750.0,3,1,11,12727.0,1,2,0,1,0,1,1,0,0
43,1993,11,10000,2400.0,3,,1600.0,1,0,29,345.0,0,2,0,0,0,1,0,0,0
2,2005,10,235000,530.0,0,,6500.0,2,2,17,13824.0,1,2,0,0,1,0,0,0,0
31,2013,11,245000,1500.0,0,,6950.0,3,2,9,27222.0,2,2,0,0,0,1,0,0,0
3,2011,10,186179,1200.0,4,,3500.0,3,2,11,16925.0,1,2,0,0,0,0,0,0,0
27,2009,3,180000,1600.0,0,,8150.0,3,2,13,13846.0,1,2,0,1,0,1,1,0,0
23,2006,4,230000,2000.0,0,,4300.0,1,2,16,14375.0,1,2,0,0,1,0,0,0,0
19,2005,9,2100,4400.0,3,,9600.0,0,0,17,124.0,0,2,0,0,0,1,0,0,0
41,2004,11,282500,1900.0,0,,4500.0,1,2,18,15694.0,1,2,0,0,1,1,0,0,0
23,2004,10,266000,2200.0,0,,7500.0,1,2,18,14778.0,1,2,0,0,1,0,0,0,0
3,2009,10,130000,2000.0,4,,5000.0,1,1,13,10000.0,0,2,0,0,0,0,0,0,0
1,2007,10,300000,4200.0,0,,7500.0,0,2,15,20000.0,2,2,0,0,1,0,0,0,0
31,2009,11,230000,1500.0,0,,5300.0,3,2,13,17692.0,2,2,0,0,0,1,0,0,0
23,1995,10,400000,1800.0,4,,1995.0,1,2,27,14815.0,1,2,0,0,1,0,0,0,0
28,1996,11,415000,1400.0,3,,1100.0,3,2,26,15962.0,1,2,0,0,1,1,0,0,0
27,1992,10,30000,1400.0,3,,1150.0,3,0,30,1000.0,0,2,0,1,0,0,0,0,0
2,2016,6,215000,1500.0,0,,14000.0,3,2,6,35833.0,2,2,0,0,1,1,0,1,0
13,1999,10,250000,2000.0,4,,2650.0,1,2,23,10870.0,0,2,0,1,0,0,0,0,0
25,1996,10,311000,1400.0,3,,1350.0,3,2,26,11962.0,1,2,0,1,0,0,0,0,0
23,2014,10,149000,2000.0,4,,16500.0,1,1,8,18625.0,2,1,0,0,1,0,0,0,0
17,2002,10,3000,2700.0,0,,4600.0,1,0,20,150.0,0,2,0,0,0,0,0,0,0
33,2009,5,128000,1600.0,4,,4500.0,3,1,13,9846.0,0,2,0,0,0,1,0,1,0
39,2014,11,180000,1800.0,2,,10200.0,1,2,8,22500.0,2,2,0,1,0,1,0,0,0
23,2010,10,240000,2146.0,0,,13200.0,1,2,12,20000.0,2,2,0,0,1,0,0,0,0
41,2001,11,400000,1900.0,0,,1800.0,1,2,21,19048.0,2,2,0,0,1,1,0,0,0
34,2009,11,252000,1400.0,0,,4000.0,3,2,13,19385.0,2,2,0,0,0,1,0,0,0
34,2009,11,250000,1400.0,0,,4059.0,3,2,13,19231.0,2,2,0,0,0,1,0,0,0
39,2001,10,230000,1600.0,4,,3200.0,3,2,21,10952.0,0,2,0,1,0,0,0,0,0
13,2019,3,4000,1498.0,4,,23500.0,3,0,3,1333.0,0,0,0,1,0,1,1,0,0
1,1995,10,367000,2800.0,3,,2900.0,1,2,27,13593.0,1,2,0,0,1,0,0,0,0
5,2005,10,254000,1400.0,0,,3200.0,3,2,17,14941.0,1,2,0,0,0,0,0,0,0
2,2015,9,180000,2500.0,0,,29388.0,1,2,7,25714.0,2,2,0,0,1,1,0,0,0
25,2018,9,14027,2442.0,0,,29500.0,1,0,4,3507.0,0,0,0,1,0,1,0,0,0
39,2010,4,168524,1400.0,0,,7190.0,3,2,12,14044.0,1,2,0,1,0,0,0,0,0
17,2006,9,85234,2800.0,0,,8300.0,1,1,16,5327.0,0,2,0,0,0,1,0,0,0
4,2006,10,250000,2700.0,3,,7500.0,1,2,16,15625.0,1,2,0,0,0,0,0,0,0
40,1995,4,20000,1500.0,4,,7500.0,3,0,27,741.0,0,2,0,0,0,0,0,0,0
14,2004,11,267000,1495.0,0,,3550.0,3,2,18,14833.0,1,2,0,1,0,1,0,0,0
2,2017,9,78000,2993.0,0,,50000.0,1,1,5,15600.0,1,1,0,0,1,1,0,0,0
40,1998,10,158528,1400.0,4,,1250.0,3,2,24,6605.0,0,2,0,0,0,0,0,0,0
31,2004,11,270000,1500.0,0,,2350.0,3,2,18,15000.0,1,2,0,0,0,1,0,0,0
39,2006,3,175000,1993.0,0,,8000.0,1,2,16,10938.0,0,2,0,1,0,1,1,0,0
7,2003,11,25000,1600.0,3,,2000.0,3,0,19,1316.0,0,2,0,0,0,1,0,0,0
34,2008,10,270000,1893.0,0,,6500.0,1,2,14,19286.0,2,2,0,0,0,0,0,0,0
39,2010,4,207000,1400.0,0,,6900.0,3,2,12,17250.0,2,2,0,1,0,0,0,0,0
39,2010,4,149800,1364.0,0,,7000.0,3,1,12,12483.0,1,2,0,1,0,0,0,0,0
23,2006,2,313000,3000.0,0,,3100.0,1,2,16,19562.0,2,2,0,0,1,0,0,0,0
28,2004,6,215000,2000.0,0,,5000.0,1,2,18,11944.0,1,2,0,0,1,1,0,1,0
23,2001,11,300000,1998.0,4,,4000.0,1,2,21,14286.0,1,2,0,0,1,1,0,0,0
5,2003,4,200000,1100.0,4,,2050.0,2,2,19,10526.0,0,2,0,0,0,0,0,0,0
2,2016,10,178906,2500.0,0,,25500.0,1,2,6,29818.0,2,2,0,0,1,0,0,0,0
18,2017,3,137000,1685.0,0,,15799.0,3,1,5,27400.0,2,1,0,0,0,1,1,0,0
27,1993,4,400000,1397.0,3,,999.0,3,2,29,13793.0,1,2,0,1,0,0,0,0,0
5,2004,0,140000,1587.0,3,,3800.0,3,1,18,7778.0,0,2,0,0,0,0,0,0,1
39,2017,4,135000,1400.0,0,,9990.0,3,1,5,27000.0,2,1,0,1,0,0,0,0,0
42,2015,11,230000,2400.0,5,,14300.0,1,2,7,32857.0,2,2,0,0,0,1,0,0,0
1,2009,10,255000,2800.0,4,,11800.0,1,2,13,19615.0,2,2,0,0,1,0,0,0,0
39,2005,1,330000,2200.0,0,,4500.0,1,2,17,19412.0,2,2,0,1,0,1,0,0,0
23,2004,11,234542,2200.0,0,,3900.0,1,2,18,13030.0,1,2,0,0,1,1,0,0,0
28,2004,11,69143,1400.0,3,,2000.0,3,0,18,3841.0,0,2,0,0,1,1,0,0,0
31,2006,10,150333,1500.0,0,,2300.0,3,2,16,9396.0,0,2,0,0,0,0,0,0,0
2,1996,10,178000,1600.0,0,,1250.0,3,2,26,6846.0,0,2,0,0,1,0,0,0,0
28,2000,4,245000,1600.0,4,,2900.0,3,2,22,11136.0,0,2,0,0,1,0,0,0,0
43,2002,11,100000,2004.0,0,,2700.0,1,1,20,5000.0,0,2,0,0,0,1,0,0,0
41,1999,11,290000,1600.0,4,,2000.0,3,2,23,12609.0,1,2,0,0,1,1,0,0,0
34,2003,10,283000,1800.0,3,,4900.0,1,2,19,14895.0,1,2,0,0,0,0,0,0,0
42,2016,3,62000,2400.0,0,,26000.0,1,0,6,10333.0,0,2,0,0,0,1,1,0,0
39,2002,11,507245,200.0,0,,4199.0,2,2,20,25362.0,2,2,0,1,0,1,0,0,0
23,2002,10,280000,3200.0,0,,7500.0,1,2,20,14000.0,1,2,0,0,1,0,0,0,0
20,2021,3,12464,2000.0,2,,19400.0,1,0,1,12464.0,1,0,0,1,0,1,1,0,0
1,2002,10,285000,2500.0,0,,2000.0,1,2,20,14250.0,1,2,0,0,1,0,0,0,0
41,1996,6,350000,2000.0,4,,1600.0,1,2,26,13462.0,1,2,0,0,1,1,0,1,0
1,2010,3,270000,2000.0,0,,11500.0,1,2,12,22500.0,2,2,0,0,1,1,1,0,0
23,2001,11,240000,2000.0,4,,3000.0,1,2,21,11429.0,0,2,0,0,1,1,0,0,0
39,2004,6,380000,2000.0,0,,6800.0,1,2,18,21111.0,2,2,0,1,0,1,0,1,0
39,2011,4,170000,1400.0,0,,6700.0,3,2,11,15455.0,1,2,0,1,0,0,0,0,0
41,2002,11,317000,1900.0,0,,4300.0,1,2,20,15850.0,1,2,0,0,1,1,0,0,0
41,2005,10,152000,1400.0,4,,2800.0,3,2,17,8941.0,0,2,0,0,1,0,0,0,0
42,2007,9,170000,2400.0,0,,9999.0,1,2,15,11333.0,0,2,0,0,0,1,0,0,0
31,2014,11,142600,1467.0,0,,8000.0,3,1,8,17825.0,2,1,0,0,0,1,0,0,0
2,1987,10,300000,200.0,4,,1000.0,2,2,35,8571.0,0,2,0,0,1,0,0,0,0
39,2005,10,230000,1600.0,2,,6500.0,3,2,17,13529.0,1,2,0,1,0,0,0,0,0
31,2001,9,287000,2000.0,4,,600.0,1,2,21,13667.0,1,2,0,0,0,1,0,0,0
39,2008,4,243000,1500.0,4,,6699.0,3,2,14,17357.0,2,2,0,1,0,0,0,0,0
6,2014,3,190000,1500.0,0,,9900.0,3,2,8,23750.0,2,2,0,0,0,1,1,0,0
31,2003,6,222222,2200.0,0,,5000.0,1,2,19,11696.0,0,2,0,0,0,1,0,1,0
1,2001,11,280000,2500.0,0,,3700.0,1,2,21,13333.0,1,2,0,0,1,1,0,0,0
1,1999,10,341000,2500.0,0,,3850.0,1,2,23,14826.0,1,2,0,0,1,0,0,0,0
39,2005,11,220000,1400.0,4,,4600.0,3,2,17,12941.0,1,2,0,1,0,1,0,0,0
31,2014,11,160000,1500.0,0,,6300.0,3,2,8,20000.0,2,2,0,0,0,1,0,0,0
6,2012,6,70000,1500.0,0,,6800.0,3,0,10,7000.0,0,2,0,0,0,1,0,1,0
27,2015,9,150000,1500.0,0,,10700.0,3,1,7,21429.0,2,1,0,1,0,1,0,0,0
34,2017,11,165000,1400.0,0,,7500.0,3,2,5,33000.0,2,2,0,0,0,1,0,0,0
6,2010,6,237000,1500.0,0,,4450.0,3,2,12,19750.0,2,2,0,0,0,1,0,1,0
43,2008,3,228379,2000.0,3,,3300.0,1,2,14,16313.0,1,2,0,0,0,1,1,0,0
28,2011,11,164000,1300.0,0,,7800.0,3,2,11,14909.0,1,2,0,0,1,1,0,0,0
31,2007,1,160169,1500.0,0,,3800.0,3,2,15,10678.0,0,2,0,0,0,1,0,0,0
31,2017,9,125668,1500.0,0,,12500.0,3,1,5,25134.0,2,1,0,0,0,1,0,0,0
31,2016,6,190000,1600.0,0,,14500.0,3,2,6,31667.0,2,2,0,0,0,1,0,1,0
2,2010,11,300000,2000.0,0,,5600.0,1,2,12,25000.0,2,2,0,0,1,1,0,0,0
14,2007,6,270000,1500.0,0,,3599.0,3,2,15,18000.0,2,2,0,1,0,1,0,1,0
27,2010,3,173000,1461.0,0,,8000.0,3,2,12,14417.0,1,2,0,1,0,1,1,0,0
39,2018,9,35000,2800.0,0,,41500.0,1,0,4,8750.0,0,0,0,1,0,1,0,0,0
33,1997,10,88380,1600.0,4,,1800.0,3,1,25,3535.0,0,2,0,0,0,0,0,0,0
10,2015,6,199000,1300.0,0,,4500.0,3,2,7,28429.0,2,2,0,0,0,1,0,1,0
39,2005,10,341528,2400.0,3,,4199.0,1,2,17,20090.0,2,2,0,1,0,0,0,0,0
2,2002,9,299000,3000.0,0,,4100.0,1,2,20,14950.0,1,2,0,0,1,1,0,0,0
1,2020,10,24700,3000.0,0,,71900.0,1,0,2,12350.0,1,0,0,0,1,0,0,0,0
42,2010,9,201200,2400.0,0,,15000.0,1,2,12,16767.0,1,2,0,0,0,1,0,0,0
41,2011,5,200000,2000.0,0,,13800.0,1,2,11,18182.0,2,2,0,0,1,1,0,1,0
41,2011,6,230000,2000.0,0,,7500.0,1,2,11,20909.0,2,2,0,0,1,1,0,1,0
1,2012,11,211000,2000.0,0,,14999.0,1,2,10,21100.0,2,2,0,0,1,1,0,0,0
13,2010,3,150000,2200.0,0,,9000.0,1,1,12,12500.0,1,2,0,1,0,1,1,0,0
1,1991,10,195000,1800.0,4,,1100.0,1,2,31,6290.0,0,2,0,0,1,0,0,0,0
41,2010,11,200000,1400.0,3,,6400.0,3,2,12,16667.0,1,2,0,0,1,1,0,0,0
27,1993,10,300000,1392.0,4,,700.0,3,2,29,10345.0,0,2,0,1,0,0,0,0,0
39,2013,9,199000,2000.0,4,,15000.0,1,2,9,22111.0,2,2,0,1,0,1,0,0,0
6,2007,10,308000,1400.0,3,,2500.0,3,2,15,20533.0,2,2,0,0,0,0,0,0,0
2,2001,10,300000,200.0,0,,5500.0,2,2,21,14286.0,1,2,0,0,1,0,0,0,0
42,2015,10,67000,200.0,4,,13500.0,2,0,7,9571.0,0,2,0,0,0,0,0,0,0
39,2006,4,260000,1100.0,4,,3000.0,2,2,16,16250.0,1,2,0,1,0,0,0,0,0
41,1986,6,37000,1600.0,0,,650.0,3,0,36,1028.0,0,2,0,0,1,1,0,1,0
6,2008,10,285000,1500.0,0,,3200.0,3,2,14,20357.0,2,2,0,0,0,0,0,0,0
25,2002,9,260000,2500.0,0,,7300.0,1,2,20,13000.0,1,2,0,1,0,1,0,0,0
5,2014,1,250000,1400.0,0,,4000.0,3,2,8,31250.0,2,2,0,0,0,1,0,0,0
22,1990,4,200000,200.0,4,,850.0,2,2,32,6250.0,0,2,0,1,0,0,0,0,0
27,2006,6,156400,3500.0,3,,8000.0,0,2,16,9775.0,0,2,0,1,0,1,0,1,0
23,1991,10,293702,2000.0,3,,1300.0,1,2,31,9474.0,0,2,0,0,1,0,0,0,0
2,2000,3,330000,3000.0,3,,7999.0,1,2,22,15000.0,1,2,0,0,1,1,1,0,0
41,2013,4,160980,1400.0,4,,9000.0,3,2,9,17887.0,2,2,0,0,1,0,0,0,0
6,2011,4,125300,1200.0,4,,4399.0,3,1,11,11391.0,0,2,0,0,0,0,0,0,0
5,2017,9,40000,1000.0,4,,8000.0,2,0,5,8000.0,0,0,0,0,0,1,0,0,0
14,2018,3,45000,1600.0,4,,19000.0,3,0,4,11250.0,0,0,0,1,0,1,1,0,0
28,2005,11,294000,1300.0,0,,4350.0,3,2,17,17294.0,2,2,0,0,1,1,0,0,0
41,1994,10,370000,1783.0,3,,1500.0,3,2,28,13214.0,1,2,0,0,1,0,0,0,0
40,2004,4,140000,1500.0,4,,2000.0,3,1,18,7778.0,0,2,0,0,0,0,0,0,0
31,1995,4,266000,1400.0,4,,900.0,3,2,27,9852.0,0,2,0,0,0,0,0,0,0
39,2007,10,210000,2400.0,3,,6600.0,1,2,15,14000.0,1,2,0,1,0,0,0,0,0
41,2004,3,250000,2500.0,0,,2800.0,1,2,18,13889.0,1,2,0,0,1,1,1,0,0
39,2013,3,140000,2200.0,0,,18500.0,1,1,9,15556.0,1,1,0,1,0,1,1,0,0
41,2012,6,147411,1400.0,4,,7250.0,3,1,10,14741.0,1,1,0,0,1,1,0,1,0
34,2016,10,107000,1800.0,4,,10500.0,1,1,6,17833.0,2,1,0,0,0,0,0,0,0
13,2005,9,156000,2200.0,0,,4700.0,1,2,17,9176.0,0,2,0,1,0,1,0,0,0
1,2008,10,125600,2000.0,4,,4200.0,1,1,14,8971.0,0,2,0,0,1,0,0,0,0
41,2004,10,223000,1900.0,0,,2300.0,1,2,18,12389.0,1,2,0,0,1,0,0,0,0
41,1990,4,20000,1300.0,4,,800.0,3,0,32,625.0,0,2,0,0,1,0,0,0,0
7,2003,11,220000,1598.0,3,,2000.0,3,2,19,11579.0,0,2,0,0,0,1,0,0,0
20,2006,10,23000,2500.0,4,,7000.0,1,0,16,1438.0,0,2,0,1,0,0,0,0,0
4,2002,6,400000,3300.0,3,,2600.0,1,2,20,20000.0,2,2,0,0,0,1,0,1,0
23,2014,4,158000,1500.0,0,,13000.0,3,2,8,19750.0,2,2,0,0,1,0,0,0,0
2,1989,10,321000,2000.0,4,,1400.0,1,2,33,9727.0,0,2,0,0,1,0,0,0,0
13,2006,4,175000,1400.0,4,,4700.0,3,2,16,10938.0,0,2,0,1,0,0,0,0,0
23,2008,4,205000,2000.0,0,,7500.0,1,2,14,14643.0,1,2,0,0,1,0,0,0,0
39,2016,11,164600,1800.0,2,,11000.0,1,2,6,27433.0,2,2,0,1,0,1,0,0,0
25,1994,10,350000,1300.0,4,,1450.0,3,2,28,12500.0,1,2,0,1,0,0,0,0,0
13,2013,9,104000,2199.0,0,,17999.0,1,1,9,11556.0,0,1,0,1,0,1,0,0,0
39,2017,9,99500,2200.0,0,,22300.0,1,1,5,19900.0,2,1,0,1,0,1,0,0,0
34,2016,10,159000,2000.0,0,,19000.0,1,2,6,26500.0,2,2,0,0,0,0,0,0,0
9,2003,7,165000,4700.0,3,,8500.0,0,2,19,8684.0,0,2,0,0,0,1,1,1,0
27,2010,3,170000,1600.0,4,,7500.0,3,2,12,14167.0,1,2,0,1,0,1,1,0,0
20,2011,4,142000,1800.0,4,,10200.0,1,1,11,12909.0,1,2,0,1,0,0,0,0,0
22,2007,6,137000,1800.0,4,,6300.0,1,1,15,9133.0,0,2,0,1,0,1,0,1,0
41,2001,10,307000,1800.0,3,,3400.0,1,2,21,14619.0,1,2,0,0,1,0,0,0,0
2,1991,10,320000,2500.0,4,,1200.0,1,2,31,10323.0,0,2,0,0,1,0,0,0,0
28,1994,4,304000,1600.0,4,,1200.0,3,2,28,10857.0,0,2,0,0,1,0,0,0,0
41,2003,5,290000,1900.0,0,,3900.0,1,2,19,15263.0,1,2,0,0,1,1,0,1,0
2,2001,9,200000,3000.0,3,,8000.0,1,2,21,9524.0,0,2,0,0,1,1,0,0,0
31,2018,4,45000,1400.0,0,,7500.0,3,0,4,11250.0,0,0,0,0,0,0,0,0,0
6,2013,11,63000,1469.0,0,,6950.0,3,0,9,7000.0,0,2,0,0,0,1,0,0,0
0,2017,10,6750,2900.0,4,,31000.0,1,0,5,1350.0,0,0,0,0,0,0,0,0,0
2,2007,10,330000,3000.0,0,,9000.0,1,2,15,22000.0,2,2,0,0,1,0,0,0,0
31,2006,11,300000,1500.0,0,,1500.0,3,2,16,18750.0,2,2,0,0,0,1,0,0,0
10,2007,2,150000,1400.0,3,,3100.0,3,1,15,10000.0,0,2,0,0,0,0,0,0,0
1,2015,3,95500,2000.0,4,,15200.0,1,1,7,13643.0,1,1,0,0,1,1,1,0,0
31,1995,4,250000,2200.0,4,,19000.0,1,2,27,9259.0,0,2,0,0,0,0,0,0,0
23,2008,10,240000,3000.0,0,,12500.0,1,2,14,17143.0,1,2,0,0,1,0,0,0,0
1,2009,9,185000,3000.0,0,,24500.0,1,2,13,14231.0,1,2,0,0,1,1,0,0,0
29,2013,11,255000,1600.0,0,,9500.0,3,2,9,28333.0,2,2,0,0,0,1,0,0,0
4,2006,11,225000,3000.0,0,,6500.0,1,2,16,14062.0,1,2,0,0,0,1,0,0,0
42,2016,9,135000,2000.0,4,,29000.0,1,1,6,22500.0,2,1,0,0,0,1,0,0,0
2,2015,10,88000,1500.0,4,,13800.0,3,1,7,12571.0,1,1,0,0,1,0,0,0,0
31,2017,6,237000,1500.0,0,,11100.0,3,2,5,47400.0,2,2,0,0,0,1,0,1,0
23,1992,10,23000,3200.0,3,,3000.0,1,0,30,767.0,0,2,0,0,1,0,0,0,0
31,2005,11,250000,1400.0,4,,2000.0,3,2,17,14706.0,1,2,0,0,0,1,0,0,0
22,2005,4,91000,1400.0,0,,2000.0,3,1,17,5353.0,0,2,0,1,0,0,0,0,0
34,2012,4,186088,2000.0,0,,7000.0,1,2,10,18609.0,2,2,0,0,0,0,0,0,0
31,2014,4,150333,1500.0,0,,5100.0,3,2,8,18792.0,2,2,0,0,0,0,0,0,0
23,2009,10,196186,2200.0,0,,9700.0,1,2,13,15091.0,1,2,0,0,1,0,0,0,0
2,2003,10,250000,1800.0,4,,4900.0,1,2,19,13158.0,1,2,0,0,1,0,0,0,0
28,2005,6,250000,1900.0,0,,4700.0,1,2,17,14706.0,1,2,0,0,1,1,0,1,0
5,2003,6,230000,1898.0,0,,2150.0,1,2,19,12105.0,1,2,0,0,0,1,0,1,0
42,2012,9,218000,2400.0,0,,15500.0,1,2,10,21800.0,2,2,0,0,0,1,0,0,0
28,1993,9,251000,2400.0,3,,3200.0,1,2,29,8655.0,0,2,0,0,1,1,0,0,0
41,1990,4,255555,1600.0,4,,750.0,3,2,32,7986.0,0,2,0,0,1,0,0,0,0
1,2006,10,158000,2000.0,4,,6999.0,1,2,16,9875.0,0,2,0,0,1,0,0,0,0
34,2015,10,160524,2000.0,0,,13500.0,1,2,7,22932.0,2,2,0,0,0,0,0,0,0
39,2016,4,105000,1800.0,2,,10000.0,1,1,6,17500.0,2,1,0,1,0,0,0,0,0
23,2013,9,88000,2200.0,0,,19800.0,1,1,9,9778.0,0,1,0,0,1,1,0,0,0
2,2008,10,220000,3000.0,0,,8000.0,1,2,14,15714.0,1,2,0,0,1,0,0,0,0
27,2012,3,92690,1598.0,4,,11000.0,3,1,10,9269.0,0,1,0,1,0,1,1,0,0
18,2017,3,146000,1685.0,0,,15599.0,3,1,5,29200.0,2,1,0,0,0,1,1,0,0
27,2004,9,231541,1998.0,4,,5300.0,1,2,18,12863.0,1,2,0,1,0,1,0,0,0
43,1995,0,25000,1200.0,4,,500.0,3,0,27,926.0,0,2,0,0,0,0,0,0,1
2,2007,4,163253,1800.0,4,,5990.0,1,2,15,10884.0,0,2,0,0,1,0,0,0,0
2,2011,10,250000,3000.0,0,,18500.0,1,2,11,22727.0,2,2,0,0,1,0,0,0,0
40,1996,10,197000,1500.0,4,,1250.0,3,2,26,7577.0,0,2,0,0,0,0,0,0,0
23,2003,5,215230,2200.0,0,,4490.0,1,2,19,11328.0,0,2,0,0,1,1,0,1,0
22,1996,10,300000,200.0,3,,2100.0,2,2,26,11538.0,0,2,0,1,0,0,0,0,0
22,1990,10,350000,2954.0,3,,1200.0,1,2,32,10938.0,0,2,0,1,0,0,0,0,0
41,1997,10,330000,1900.0,0,,3900.0,1,2,25,13200.0,1,2,0,0,1,0,0,0,0
14,1994,10,167000,1500.0,4,,1100.0,3,2,28,5964.0,0,2,0,1,0,0,0,0,0
23,2001,6,370000,2200.0,0,,3600.0,1,2,21,17619.0,2,2,0,0,1,1,0,1,0
1,1993,11,277700,2600.0,3,,2100.0,1,2,29,9576.0,0,2,0,0,1,1,0,0,0
34,2005,11,130000,1500.0,0,,3000.0,3,1,17,7647.0,0,2,0,0,0,1,0,0,0
43,1990,3,250000,320.0,0,,6000.0,2,2,32,7812.0,0,2,0,0,0,1,1,0,0
11,2011,6,276000,1800.0,0,,4550.0,1,2,11,25091.0,2,2,0,0,0,1,0,1,0
18,2017,9,43000,1685.0,0,,16800.0,3,0,5,8600.0,0,0,0,0,0,1,0,0,0
27,1996,4,5588,1600.0,4,,800.0,3,0,26,215.0,0,2,0,1,0,0,0,0,0
28,1997,10,211111,1600.0,3,,1650.0,3,2,25,8444.0,0,2,0,0,1,0,0,0,0
23,2016,10,143000,2143.0,0,,19700.0,1,1,6,23833.0,2,1,0,0,1,0,0,0,0
14,2016,3,148000,1685.0,0,,15299.0,3,1,6,24667.0,2,1,0,1,0,1,1,0,0
27,2001,10,396000,2200.0,0,,2000.0,1,2,21,18857.0,2,2,0,1,0,0,0,0,0
17,2007,3,170000,2400.0,3,,6500.0,1,2,15,11333.0,0,2,0,0,0,1,1,0,0
19,2010,9,199000,2200.0,0,,10800.0,1,2,12,16583.0,1,2,0,0,0,1,0,0,0
23,2008,6,281000,2200.0,0,,7500.0,1,2,14,20071.0,2,2,0,0,1,1,0,1,0
34,2013,4,96000,1200.0,0,,5555.0,3,1,9,10667.0,0,1,0,0,0,0,0,0,0
23,2019,3,45000,2000.0,0,,55000.0,1,0,3,15000.0,1,0,0,0,1,1,1,0,0
34,2011,10,190000,1400.0,4,,3000.0,3,2,11,17273.0,2,2,0,0,0,0,0,0,0
41,1982,4,300000,1600.0,0,,610.0,3,2,40,7500.0,0,2,0,0,1,0,0,0,0
14,2012,11,206000,1700.0,0,,8200.0,3,2,10,20600.0,2,2,0,1,0,1,0,0,0
28,1987,10,78000,1400.0,4,,10000.0,3,1,35,2229.0,0,2,0,0,1,0,0,0,0
18,2021,3,100,1598.0,4,,30899.0,3,0,1,100.0,0,0,0,0,0,1,1,0,0
31,2009,11,300000,1500.0,0,,5000.0,3,2,13,23077.0,2,2,0,0,0,1,0,0,0
28,2005,4,108000,1400.0,4,,3750.0,3,1,17,6353.0,0,2,0,0,1,0,0,0,0
3,2012,10,170000,1400.0,5,,9000.0,3,2,10,17000.0,1,2,0,0,0,0,0,0,0
25,1992,4,123456,200.0,4,,1000.0,2,1,30,4115.0,0,2,0,1,0,0,0,0,0
28,2006,4,150000,1000.0,4,,3500.0,2,1,16,9375.0,0,2,0,0,1,0,0,0,0
24,2019,11,15000,2000.0,4,,28200.0,1,0,3,5000.0,0,0,0,0,0,1,0,0,0
25,2007,4,151000,1300.0,4,,1250.0,3,2,15,10067.0,0,2,0,1,0,0,0,0,0
37,2009,9,222333,3500.0,4,,8500.0,0,2,13,17103.0,1,2,0,1,0,1,0,0,0
23,2012,3,177000,3000.0,0,,23999.0,1,2,10,17700.0,2,2,0,0,1,1,1,0,0
